"symbol","cik","exchange","industry","sector"
"LWACU","0002061379","NASDAQ","Asset Management","Financial Services"
"IBOC","0000315709","NASDAQ","Banks - Regional","Financial Services"
"NDSN","0000072331","NASDAQ","Industrial - Machinery","Industrials"
"GO","0001771515","NASDAQ","Grocery Stores","Consumer Defensive"
"RKDA","0001469443","NASDAQ","Agricultural Inputs","Basic Materials"
"HOOD","0001783879","NASDAQ","Financial - Capital Markets","Financial Services"
"SIMO","0001329394","NASDAQ","Semiconductors","Technology"
"ENTG","0001101302","NASDAQ","Semiconductors","Technology"
"FFIV","0001048695","NASDAQ","Software - Infrastructure","Technology"
"PTEN","0000889900","NASDAQ","Oil & Gas Drilling","Energy"
"PHAR","0001828316","NASDAQ","Biotechnology","Healthcare"
"ILMN","0001110803","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"PRIM","0001361538","NASDAQ","Engineering & Construction","Industrials"
"ASND","0001612042","NASDAQ","Biotechnology","Healthcare"
"ACGL","0000947484","NASDAQ","Insurance - Diversified","Financial Services"
"APLD","0001144879","NASDAQ","Information Technology Services","Technology"
"NOEM","0001956648","NASDAQ","Financial - Conglomerates","Financial Services"
"QNRX","0001671502","NASDAQ","Biotechnology","Healthcare"
"UNCY","0001766140","NASDAQ","Biotechnology","Healthcare"
"NRDS","0001625278","NASDAQ","Financial - Credit Services","Financial Services"
"GLIBA","0002057463","NASDAQ","Telecommunications Services","Communication Services"
"QSG","0001932770","NASDAQ","Education & Training Services","Consumer Defensive"
"SOGP","0001783407","NASDAQ","Software - Application","Technology"
"RZLVW","0001920294","NASDAQ","Software - Application","Technology"
"EVTV","0001563568","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"BILI","0001723690","NASDAQ","Electronic Gaming & Multimedia","Technology"
"ORRF","0000826154","NASDAQ","Banks - Regional","Financial Services"
"TRS","0000842633","NASDAQ","Packaging & Containers","Consumer Cyclical"
"CNOB","0000712771","NASDAQ","Banks - Regional","Financial Services"
"QCRH","0000906465","NASDAQ","Banks - Regional","Financial Services"
"SDGR","0001490978","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"GIBO","0002034520","NASDAQ","Internet Content & Information","Communication Services"
"PMCB","0001157075","NASDAQ","Biotechnology","Healthcare"
"NEOG","0000711377","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"HOFV","0001708176","NASDAQ","Entertainment","Communication Services"
"SUPX","0001897087","NASDAQ","Software - Infrastructure","Technology"
"IONQ","0001824920","NYSE","Computer Hardware","Technology"
"ASNS","0001141284","NASDAQ","Communication Equipment","Technology"
"KXIN","0001713539","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"HNRG","0000788965","NASDAQ","Coal","Energy"
"MTSR","0002040807","NASDAQ","Biotechnology","Healthcare"
"LOT","0001962746","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"AMWD","0000794619","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"YTRA","0001516899","NASDAQ","Travel Services","Consumer Cyclical"
"ONON","0001858985","NYSE","Apparel - Retail","Consumer Cyclical"
"KYMR","0001815442","NASDAQ","Biotechnology","Healthcare"
"ASBP","0001847345","NASDAQ","Biotechnology","Healthcare"
"ATAI","0001840904","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"SVRA","0001160308","NASDAQ","Biotechnology","Healthcare"
"TC","0001743340","NASDAQ","Internet Content & Information","Communication Services"
"SAFT","0001172052","NASDAQ","Insurance - Property & Casualty","Financial Services"
"TAVI","0002020385","NASDAQ","Shell Companies","Financial Services"
"FCFS","0000840489","NASDAQ","Financial - Credit Services","Financial Services"
"CCC","0001818201","NASDAQ","Software - Infrastructure","Technology"
"JCAP","0002046042","NASDAQ","Financial - Credit Services","Financial Services"
"BHRB","0001964333","NASDAQ","Banks - Regional","Financial Services"
"YDES","0002011674","NASDAQ","Biotechnology","Healthcare"
"JBSS","0000880117","NASDAQ","Packaged Foods","Consumer Defensive"
"CGBDL","0001544206","NASDAQ","Investment - Banking & Investment Services","Financial Services"
"ERAS","0001761918","NASDAQ","Biotechnology","Healthcare"
"RGTI","0001838359","NASDAQ","Computer Hardware","Technology"
"RPRX","0001802768","NASDAQ","Biotechnology","Healthcare"
"GLDD","0001372020","NASDAQ","Engineering & Construction","Industrials"
"SLRC","0001418076","NASDAQ","Asset Management","Financial Services"
"EH","0001759783","NASDAQ","Aerospace & Defense","Industrials"
"GEOS","0001001115","NASDAQ","Oil & Gas Equipment & Services","Energy"
"NPT","0002014337","NASDAQ","Specialty Retail","Consumer Cyclical"
"AMSF","0001018979","NASDAQ","Insurance - Specialty","Financial Services"
"ETHZ","0001690080","NASDAQ","Asset Management - Cryptocurrency","Financial Services"
"EMBC","0001872789","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"TMC","0001798562","NASDAQ","Industrial Materials","Basic Materials"
"NWS","0001564708","NASDAQ","Entertainment","Communication Services"
"SPOK","0001289945","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"HCM","0001648257","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"TORO","0001941131","NASDAQ","Marine Shipping","Industrials"
"HSAI","0001861737","NASDAQ","Auto - Parts","Consumer Cyclical"
"WOOF","0001826470","NASDAQ","Specialty Retail","Consumer Cyclical"
"AUR","0001828108","NASDAQ","Information Technology Services","Technology"
"CURB","0002027317","NYSE","REIT - Retail","Real Estate"
"GNFT","0001757064","NASDAQ","Biotechnology","Healthcare"
"GLOO","0002069785","NASDAQ","Software - Application","Technology"
"PMVP","0001699382","NASDAQ","Biotechnology","Healthcare"
"EAF","0000931148","NYSE","Electrical Equipment & Parts","Industrials"
"GRP-UN","0001564538","NYSE","REIT - Industrial","Real Estate"
"ESLT","0001027664","NASDAQ","Aerospace & Defense","Industrials"
"HPK","0001792849","NASDAQ","Oil & Gas Exploration & Production","Energy"
"NKSH","0000796534","NASDAQ","Banks - Regional","Financial Services"
"KC","0001795589","NASDAQ","Software - Application","Technology"
"PRHIZ","0001705412","NASDAQ","Insurance - Property & Casualty","Financial Services"
"RGC","0001829667","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"CELC","0001603454","NASDAQ","Biotechnology","Healthcare"
"ACLS","0001113232","NASDAQ","Semiconductors","Technology"
"CWST","0000911177","NASDAQ","Waste Management","Industrials"
"XPER","0001788999","NASDAQ","Semiconductors","Technology"
"FKWL","0000722572","NASDAQ","Communication Equipment","Technology"
"LNKS","0001972074","NASDAQ","Manufacturing - Metal Fabrication","Industrials"
"SOCAW","0002065948","NASDAQ","Asset Management","Financial Services"
"HOLX","0000859737","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"HITI","0001847409","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"MCFT","0001638290","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"OUT","0001579877","NYSE","REIT - Specialty","Real Estate"
"RMNI","0001635282","NASDAQ","Software - Application","Technology"
"SGLY","0001422892","NASDAQ","Integrated Freight & Logistics","Industrials"
"OKTA","0001660134","NASDAQ","Software - Infrastructure","Technology"
"FIGR","0002064124","NASDAQ","Financial - Capital Markets","Financial Services"
"MFH","0001527762","NASDAQ","Financial - Capital Markets","Financial Services"
"HWKN","0000046250","NASDAQ","Chemicals - Specialty","Basic Materials"
"ANTA","0002044255","NASDAQ","Financial - Credit Services","Financial Services"
"CZR","0001590895","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"INDV","0001625297","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"ALGM","0000866291","NASDAQ","Semiconductors","Technology"
"ARHS","0001875444","NASDAQ","Home Improvement","Consumer Cyclical"
"SNCY","0001743907","NASDAQ","Airlines, Airports & Air Services","Industrials"
"DHIL","0000909108","NASDAQ","Asset Management","Financial Services"
"COIN","0001679788","NASDAQ","Financial - Data & Stock Exchanges","Financial Services"
"CZNC","0000810958","NASDAQ","Banks - Regional","Financial Services"
"NHPAP","0001561032","NASDAQ","REIT - Industrial","Real Estate"
"BDTX","0001701541","NASDAQ","Biotechnology","Healthcare"
"AEVA","0001789029","NASDAQ","Auto - Parts","Consumer Cyclical"
"ODD","0001907085","NASDAQ","Software - Infrastructure","Technology"
"CGEM","0001789972","NASDAQ","Medical - Pharmaceuticals","Healthcare"
"HLNE","0001433642","NASDAQ","Asset Management","Financial Services"
"SAIC","0001571123","NASDAQ","Information Technology Services","Technology"
"MACI","0002016221","NASDAQ","Shell Companies","Financial Services"
"WHLRD","0001527541","NASDAQ","REIT - Retail","Real Estate"
"ADPT","0001478320","NASDAQ","Biotechnology","Healthcare"
"WIMI","0001770088","NASDAQ","Advertising Agencies","Communication Services"
"ABEO","0000318306","NASDAQ","Biotechnology","Healthcare"
"MGR","0001004434","NYSE","Investment - Banking & Investment Services","Financial Services"
"CAPS","0000887151","NASDAQ","Construction Materials","Basic Materials"
"BZ","0001842827","NASDAQ","Staffing & Employment Services","Industrials"
"NBTB","0000790359","NASDAQ","Banks - Regional","Financial Services"
"HYMC","0001718405","NASDAQ","Gold","Basic Materials"
"AREC","0001590715","NASDAQ","Coal","Energy"
"MASK","0001993097","NASDAQ","Information Technology Services","Technology"
"SEDG","0001419612","NASDAQ","Solar","Energy"
"CEPF","0002034267","NASDAQ","Shell Companies","Financial Services"
"FLWS","0001084869","NASDAQ","Specialty Retail","Consumer Cyclical"
"ZM","0001585521","NASDAQ","Software - Application","Technology"
"NN","0001865631","NASDAQ","Internet Content & Information","Communication Services"
"NTRS","0000073124","NASDAQ","Asset Management","Financial Services"
"TSAT","0001845840","NASDAQ","Communication Equipment","Technology"
"SPHL","0002002236","NASDAQ","Residential Construction","Consumer Cyclical"
"RAY","0001948443","NASDAQ","Household & Personal Products","Consumer Defensive"
"DORM","0000868780","NASDAQ","Auto - Parts","Consumer Cyclical"
"TDW","0000098222","NYSE","Oil & Gas Equipment & Services","Energy"
"VBNK","0001690639","NASDAQ","Banks - Regional","Financial Services"
"UROY","0001711570","NASDAQ","Uranium","Energy"
"OCGN","0001372299","NASDAQ","Biotechnology","Healthcare"
"PRQR","0001612940","NASDAQ","Biotechnology","Healthcare"
"USFD","0001665918","NYSE","Food Distribution","Consumer Defensive"
"TRNR","0001785056","NASDAQ","Personal Products & Services","Consumer Cyclical"
"GIG","0002023730","NASDAQ","Shell Companies","Financial Services"
"PHAT","0001783183","NASDAQ","Biotechnology","Healthcare"
"APG","0001796209","NYSE","Engineering & Construction","Industrials"
"KGS","0001767042","NYSE","Oil & Gas Equipment & Services","Energy"
"VERX","0001806837","NASDAQ","Software - Application","Technology"
"ANPA","0002031688","NASDAQ","Specialty Business Services","Industrials"
"ULH","0001308208","NASDAQ","Trucking","Industrials"
"FATE","0001434316","NASDAQ","Biotechnology","Healthcare"
"NYAX","0001901279","NASDAQ","Information Technology Services","Technology"
"TBBB","0001978954","NYSE","Discount Stores","Consumer Defensive"
"EOSE","0001805077","NASDAQ","Electrical Equipment & Parts","Industrials"
"PHOE","0002035709","NASDAQ","Construction","Industrials"
"LZ","0001286139","NASDAQ","Specialty Business Services","Industrials"
"MREO","0001719714","NASDAQ","Biotechnology","Healthcare"
"IVVD","0001832038","NASDAQ","Biotechnology","Healthcare"
"WENN","0002057043","NASDAQ","Shell Companies","Financial Services"
"IVA","0001756594","NASDAQ","Biotechnology","Healthcare"
"MAMA","0001520358","NASDAQ","Packaged Foods","Consumer Defensive"
"BRRWU","0002056263","NASDAQ","Asset Management","Financial Services"
"IMPP","0001876581","NASDAQ","Oil & Gas Exploration & Production","Energy"
"OTLY","0001843586","NASDAQ","Beverages - Non-Alcoholic","Consumer Defensive"
"SDHI","0002034037","NASDAQ","Information Technology Services","Technology"
"CAEP","0001865602","NASDAQ","Shell Companies","Financial Services"
"FCPT","0001650132","NYSE","REIT - Retail","Real Estate"
"BB","0001070235","NYSE","Software - Infrastructure","Technology"
"TACH","0002009183","NASDAQ","Shell Companies","Financial Services"
"MBAV","0002016072","NASDAQ","Shell Companies","Financial Services"
"ACT","0001823529","NASDAQ","Insurance - Specialty","Financial Services"
"FGBI","0001408534","NASDAQ","Banks - Regional","Financial Services"
"ACRV","0001781174","NASDAQ","Biotechnology","Healthcare"
"AGNC","0001423689","NASDAQ","REIT - Mortgage","Real Estate"
"CCII","0002064683","NASDAQ","Shell Companies","Financial Services"
"CSWC","0000017313","NASDAQ","Asset Management","Financial Services"
"SLDB","0001707502","NASDAQ","Biotechnology","Healthcare"
"BGIN","0001945565","NASDAQ","Computer Hardware","Technology"
"KALU","0000811596","NASDAQ","Aluminum","Basic Materials"
"JSM","0001593538","NASDAQ","Financial - Credit Services","Financial Services"
"MYFW","0001327607","NASDAQ","Banks - Regional","Financial Services"
"AMCX","0001514991","NASDAQ","Entertainment","Communication Services"
"BWFG","0001505732","NASDAQ","Banks - Regional","Financial Services"
"PGEN","0001356090","NASDAQ","Biotechnology","Healthcare"
"DMAA","0002028614","NASDAQ","Shell Companies","Financial Services"
"IPCX","0002012318","NASDAQ","Asset Management","Financial Services"
"FIGX","0002059033","NASDAQ","Shell Companies","Financial Services"
"OII","0000073756","NYSE","Oil & Gas Equipment & Services","Energy"
"UE","0001611547","NYSE","REIT - Diversified","Real Estate"
"ADMA","0001368514","NASDAQ","Biotechnology","Healthcare"
"TITN","0001409171","NASDAQ","Industrial - Distribution","Industrials"
"AARD","0001774857","NASDAQ","Biotechnology","Healthcare"
"SIMAU","0002014982","NASDAQ","Shell Companies","Financial Services"
"BEAG","0001852207","NASDAQ","Shell Companies","Financial Services"
"OTGA","0002077010","NASDAQ","Asset Management","Financial Services"
"CELH","0001341766","NASDAQ","Beverages - Non-Alcoholic","Consumer Defensive"
"TDUP","0001484778","NASDAQ","Specialty Retail","Consumer Cyclical"
"NUAI","0002028336","NASDAQ","Oil & Gas Energy","Energy"
"UPC","0001809616","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"AISP","0001842566","NASDAQ","Software - Infrastructure","Technology"
"CAKE","0000887596","NASDAQ","Restaurants","Consumer Cyclical"
"ATLX","0001540684","NASDAQ","Other Precious Metals","Basic Materials"
"NEXT","0001612720","NASDAQ","Oil & Gas Exploration & Production","Energy"
"PLAB","0000810136","NASDAQ","Semiconductors","Technology"
"IMRN","0001660046","NASDAQ","Biotechnology","Healthcare"
"CUB","0002015955","NASDAQ","Shell Companies","Financial Services"
"HTFL","0001464521","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"ATNI","0000879585","NASDAQ","Telecommunications Services","Communication Services"
"UNB","0000706863","NASDAQ","Banks - Regional","Financial Services"
"CPRX","0001369568","NASDAQ","Biotechnology","Healthcare"
"EGAN","0001066194","NASDAQ","Software - Application","Technology"
"CDNA","0001217234","NASDAQ","Medical - Diagnostics & Research","Healthcare"
"LWAC","0002061379","NASDAQ","Asset Management","Financial Services"
"ALDX","0001341235","NASDAQ","Biotechnology","Healthcare"
"CNEY","0001780785","NASDAQ","Chemicals - Specialty","Basic Materials"
"STHO","0001953366","NASDAQ","Real Estate - Services","Real Estate"
"SII","0001512920","NYSE","Asset Management","Financial Services"
"BKV","0001838406","NYSE","Oil & Gas Exploration & Production","Energy"
"TRMB","0000864749","NASDAQ","Hardware, Equipment & Parts","Technology"
"ATII","0002028516","NASDAQ","Shell Companies","Financial Services"
"NBTX","0001760854","NASDAQ","Biotechnology","Healthcare"
"NHIC","0002043699","NASDAQ","Asset Management","Financial Services"
"ALXO","0001810182","NASDAQ","Biotechnology","Healthcare"
"OMSE","0002012219","NASDAQ","Oil & Gas Equipment & Services","Energy"
"TMDX","0001756262","NASDAQ","Medical - Devices","Healthcare"
"NAUT","0001808805","NASDAQ","Biotechnology","Healthcare"
"PTNM","0002046573","NASDAQ","Household & Personal Products","Consumer Defensive"
"RHLD","0002039497","NASDAQ","Specialty Business Services","Industrials"
"OUST","0001816581","NASDAQ","Hardware, Equipment & Parts","Technology"
"NTNX","0001618732","NASDAQ","Software - Infrastructure","Technology"
